id,institution,title,job_category,position_type,institution_type,aos,aoc,location,state,country,city,workload,vacancies,deadline,start_date,posted_date,status,url,scraped_date
31437,"Philosophy Department, Universität Hamburg",Postdoc-Position (Wissenschaftliche:r Mitarbeiter:in),Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,History of Philosophy,Open,"Hamburg, Hamburg, Germany",,Germany,Hamburg,Full time,1,"June 14, 2026, 11:59pm CET","October 1, 2026","May 5, 2026, 8:56pm UTC",active,https://philjobs.org/job/show/31437,2026-05-11T16:25:05.281345
31485,"School of Humanities, University of Glasgow","Lecturer in Philosophy of Language, Logic, Mind, or Metaphysics (Learning, Teaching and Scholarship)",Faculty (open rank) / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,"Lecturer in Philosophy of Language, Logic, Mind, or Metaphysics",Open,"Glasgow, Scotland, United Kingdom",,United Kingdom,Glasgow,Full time,1,"June 8, 2026, 11:45pm BST",,"May 21, 2026, 9:23pm UTC",active,https://philjobs.org/job/show/31485,2026-05-25T14:00:00
31501,"Department of Philosophy, University of Florida",Post-Doctoral Associate,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Philosophy of Artificial Intelligence,Open,"Gainesville, Florida, United States",FL,United States,Gainesville,Full time,1,"July 15, 2026, 11:59pm EST","August 16, 2026","May 21, 2026, 9:22pm UTC",active,https://philjobs.org/job/show/31501,2026-05-25T14:00:00
31493,"Department of Philosophy, Bowling Green State University",Assistant Teaching Professor,Junior faculty / Fixed term,Tenured / Continuing / Permanent,Research University,Open,Open,"Bowling Green, Ohio, United States",OH,United States,Bowling Green,Full time,1,"June 3, 2026, 11:59pm EST",August 2026,"May 20, 2026, 7:35pm UTC",active,https://philjobs.org/job/show/31493,2026-05-25T14:00:00
31477,"Humanities, Elgin Community Collegenot BA-granting",Humanities Adjunct Faculty,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,Open,"Elgin, Illinois, United States",IL,United States,Elgin,Part time,1,"July 15, 2026, 11:59pm CST",Fall 2026,"May 18, 2026, 9:21pm UTC",active,https://philjobs.org/job/show/31477,2026-05-18T14:00:00
31481,"Department of Philosophy and Political Science, Fort Lewis College",Visiting Assistant Professor,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,"Indigenous Philosophy, Metaphysics,  or Philosophy of Mind","Durango, Colorado, United States",CO,United States,Durango,Full time,1,"June 15, 2026, 11:59pm MST","August 10, 2026","May 18, 2026, 9:16pm UTC",active,https://philjobs.org/job/show/31481,2026-05-18T14:00:00
31473,"Philosophy, University of Minnesota, Morris",Lecturer/Assistant Professor,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,Open,"Morris, Minnesota, United States",MN,United States,Morris,Full time,1,No deadline specified (applications considered on an ongoing basis),8/17/26,"May 15, 2026, 5:38pm UTC",active,https://philjobs.org/job/show/31473,2026-05-18T14:00:00
31457,"Department of Philosophy, Princeton University",Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Princeton, New Jersey, United States",NJ,United States,Princeton,Part time,1,"January 31, 2027, 11:59pm EST","September 1, 2026 for fall semester or January 16, 2027 for spring semester","May 13, 2026, 8:59pm UTC",active,https://philjobs.org/job/show/31457,2026-05-18T14:00:00
31461,"Philosophy & Society Initiative, Aspen Institute",Research Fellow -- Public Philosophy,Postdoc or similar / Fixed term,Postdoc / Fellowship,Other,Open,Open,"Washington, District of Columbia, United States",DC,United States,Washington,Full time,2,No deadline specified (applications considered on an ongoing basis),September 2026,"May 13, 2026, 8:52pm UTC",active,https://philjobs.org/job/show/31461,2026-05-18T14:00:00
31465,"Department of Philosophy and History of Ideas, Aarhus University","Postdoctoral position in Social Philosophy at the Department of Philosophy and History of Ideas, Aarhus University",Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"social philosophy, moral philosophy, political philosophy, political theory","social philosophy, moral philosophy, political philosophy, political theory","Aarhus, Central Jutland, Denmark",,Denmark,Aarhus,Full time,1,"June 7, 2026, 11:59pm CET",Expected date of accession: 01 November 2026,"May 13, 2026, 8:51pm UTC",active,https://philjobs.org/job/show/31465,2026-05-18T14:00:00
31469,"Department of Philosophy and Religious Studies, Norwegian University of Science and Technology",Fully funded PhD fellowship (3 years) in Foundations and Philosophy of Entanglement,Graduate fellowship / Fixed term,Other,Research University,"Philosophy of physics, Philosophy of science, Metaphysics, or quantum physics (broadly construed).",Open,"Trondheim, Sør-Trøndelag, Norway",,Norway,Trondheim,Full time,1,"June 10, 2026, 11:59pm CET","No later than October 1, 2026","May 13, 2026, 8:47pm UTC",active,https://philjobs.org/job/show/31469,2026-05-18T14:00:00
31453,"Philosophy, University of Nebraska Omaha",Visiting Assistant Professor,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Omaha, Nebraska, United States",NE,United States,Omaha,Full time,1,No deadline specified (applications considered on an ongoing basis),"August 17, 2026","May 11, 2026, 9:30pm UTC",active,https://philjobs.org/job/show/31453,2026-05-18T14:00:00
31517,"Department of Philosophy, Purdue University",Visiting Assistant Professor,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,"Some combination of Philosophy of Science, History of Philosphy, and Philosophy of AI","West Lafayette, Indiana, United States",IN,United States,West Lafayette,Full time,1,"August 14, 2026, 12:00am EST","August 17, 2026","May 29, 2026, 9:05pm UTC",active,https://philjobs.org/job/show/31517,2026-06-01T19:16:19.632928
31513,University of Victoria,ASPIRATION RESEARCH CHAIR IN AI AND CULTURAL CHANGE,"Faculty (open rank) / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Open,Open,"Victoria, British Columbia, Canada",,Canada,Victoria,Full time,1,"August 28, 2026, 5:00pm PST","January 1, 2027, or July 1, 2027","May 29, 2026, 8:54pm UTC",active,https://philjobs.org/job/show/31513,2026-06-01T19:16:20.453899
31509,"School of Historical, Philosophical, and Religious Studies, Arizona State University","Director, School of Historical, Philosophical, and Religious Studies","Senior faculty / Tenured, continuing or permanent",Other,Research University,Open,Open,"Tempe, Arizona, United States",AZ,United States,Tempe,Full time,1,"August 31, 2026, 11:59pm MST","July 1, 2027","May 29, 2026, 8:52pm UTC",active,https://philjobs.org/job/show/31509,2026-06-01T19:16:21.268491
31505,"Department of Philosophy, University of Alabama",Instructor,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Philosophy of Medicine,"Tuscaloosa, Alabama, United States",AL,United States,Tuscaloosa,Full time,1,No deadline specified (applications considered on an ongoing basis),"August 16, 2026","May 26, 2026, 3:40pm UTC",active,https://philjobs.org/job/show/31505,2026-06-01T19:16:32.106665
31529,"Philosophy Program, La Trobe University",Research Officer (Philosophy),Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Melbourne, Victoria, Australia",,Australia,Melbourne,Full time,1,"July 5, 2026, 11:59pm +10:00",September 2026,"June 4, 2026, 9:34pm UTC",active,https://philjobs.org/job/show/31529,2026-06-08T17:17:49.568576
